id,code,language,green_score,energy_wh,co2_g,cpu_time_ms,memory_mb,complexity,duration,emissions,emissions_rate,energy_consumed,country_name,region,cloud_provider,cloud_region,os,cpu_model,gpu_model,ram_total_size,tracking_mode,on_cloud,pue
5796,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,76.81,0.027039,5.757995,1.2501,3.207,2,0.1512,4.05E-06,9.50E-08,0.00257029,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.469
5797,"def inefficient_sum(numbers):
    total = 0
    for i in range(len(numbers)):
        total += numbers[i]
    return total
",python,45.14,0.055869,16.418294,2.7825,9.329,4,0.5739,1.36E-05,3.13E-07,0.00982949,USA,North America,AWS,us-east-1,Windows-11,Intel i7,NVIDIA T4,16,process,Y,1.672
5798,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,42.85,0.051698,15.519498,3.1742,9.518,3,0.4713,1.40E-05,3.43E-07,0.01023627,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.752
5799,"std::vector<int> inefficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    for (size_t i = 0; i < items.size(); ++i) {
        if (items[i] > 0) {
            result.push_back(items[i] * 2);
        }
    }
    return result;
}
",cpp,46.2,0.058774,11.992128,2.5846,8.839,3,0.4043,1.43E-05,2.40E-07,0.00944551,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.44
5800,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,49.61,0.058836,13.078901,2.5733,9.515,4,0.3531,1.16E-05,2.66E-07,0.00798959,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.698
5801,"public List<Integer> efficientProcess(List<Integer> items) {
    return items.stream()
        .filter(x -> x > 0)
        .map(x -> x * 2)
        .collect(Collectors.toList());
}
",java,76.58,0.017558,4.635886,0.7744,3.069,2,0.1737,4.05E-06,1.23E-07,0.00427972,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.641
5802,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,70.69,0.018798,5.210893,0.6504,3.291,2,0.1611,3.52E-06,1.08E-07,0.0034891,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.526
5803,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,74.19,0.020059,5.411364,0.9813,3.776,2,0.1437,4.09E-06,9.60E-08,0.0032304,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.44
5804,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,85.83,0.021278,5.139256,1.1299,3.043,2,0.1502,4.45E-06,9.90E-08,0.00309713,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.394
5805,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,44.43,0.052366,12.425147,2.2562,8.536,4,0.4048,1.29E-05,2.94E-07,0.00818942,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.784
5806,"def efficient_sum(numbers):
    return sum(numbers)
",python,82.64,0.020611,5.075868,0.7787,3.084,1,0.1993,5.22E-06,9.70E-08,0.00386552,USA,North America,AWS,us-east-1,Linux,Intel i7,NVIDIA T4,16,process,Y,1.356
5807,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,47.78,0.057176,13.720365,3.0928,10.15,5,0.4085,1.57E-05,3.39E-07,0.01180797,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.774
5808,"std::vector<int> inefficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    for (size_t i = 0; i < items.size(); ++i) {
        if (items[i] > 0) {
            result.push_back(items[i] * 2);
        }
    }
    return result;
}
",cpp,46.87,0.050006,12.199226,2.2286,8.339,3,0.3632,1.22E-05,2.54E-07,0.00951669,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.538
5809,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,47.38,0.053391,15.943401,2.2649,11.188,4,0.3873,1.52E-05,2.78E-07,0.01015844,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.816
5810,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,80.99,0.018059,4.928505,0.6912,2.537,2,0.149,4.16E-06,9.50E-08,0.00322649,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.67
5811,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,41.05,0.052761,14.860113,2.6478,8.878,4,0.4317,1.37E-05,2.97E-07,0.00997767,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.854
5812,"std::vector<int> inefficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    for (size_t i = 0; i < items.size(); ++i) {
        if (items[i] > 0) {
            result.push_back(items[i] * 2);
        }
    }
    return result;
}
",cpp,39.22,0.041023,11.768964,2.5344,7.198,3,0.3892,1.05E-05,2.04E-07,0.00989625,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.445
5813,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,95.9,0.019074,4.865666,0.6784,2.546,2,0.1434,4.23E-06,9.60E-08,0.0029605,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.628
5814,"def inefficient_sum(numbers):
    total = 0
    for i in range(len(numbers)):
        total += numbers[i]
    return total
",python,39.43,0.060574,14.351221,2.9241,10.243,4,0.4863,1.47E-05,2.98E-07,0.00981041,USA,North America,AWS,us-east-1,Windows-11,Intel i7,NVIDIA T4,16,process,Y,1.564
5815,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,48.38,0.063425,12.944807,2.2025,9.041,5,0.3848,1.10E-05,2.39E-07,0.00914866,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.73
5816,"def inefficient_sum(numbers):
    total = 0
    for i in range(len(numbers)):
        total += numbers[i]
    return total
",python,43.43,0.050734,13.209213,3.2986,11.719,4,0.578,1.70E-05,2.91E-07,0.00903063,USA,North America,AWS,us-east-1,Windows-11,Intel i7,NVIDIA T4,16,process,Y,1.675
5817,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,73.75,0.02066,5.21763,1.0704,3.928,2,0.1675,4.74E-06,1.07E-07,0.00278064,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.41
5818,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,77.92,0.023057,5.866367,1.0461,3.463,2,0.1598,4.83E-06,9.10E-08,0.00334673,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.38
5819,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,50.7,0.056025,14.86612,2.2375,9.816,4,0.355,1.53E-05,2.90E-07,0.00924169,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.746
5820,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,89.71,0.016581,4.835,0.6224,2.695,2,0.1448,3.92E-06,7.70E-08,0.0032275,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.556
5821,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,83.26,0.022692,5.842677,1.0792,3.371,2,0.1618,4.69E-06,9.40E-08,0.00334875,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.363
5822,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,47.08,0.054964,12.571188,2.5939,8.998,4,0.4138,1.36E-05,2.76E-07,0.00868893,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.743
5823,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,41.25,0.05607,14.415807,2.703,9.571,5,0.4593,1.35E-05,3.00E-07,0.01049664,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.86
5824,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,36.88,0.057878,12.262566,2.3021,9.505,5,0.3998,1.51E-05,3.14E-07,0.01220473,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.763
5825,"std::vector<int> inefficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    for (size_t i = 0; i < items.size(); ++i) {
        if (items[i] > 0) {
            result.push_back(items[i] * 2);
        }
    }
    return result;
}
",cpp,48.41,0.051053,10.890166,2.2099,9.067,3,0.3112,1.21E-05,2.70E-07,0.0089654,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.481
5826,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,87.3,0.018603,4.396138,0.7192,2.762,2,0.1501,4.04E-06,9.10E-08,0.0030886,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.533
5827,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,90.57,0.017511,4.443813,0.7005,2.863,2,0.1453,4.15E-06,9.10E-08,0.00304242,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.541
5828,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,38,0.051189,16.638015,3.0129,10.242,5,0.507,1.29E-05,2.91E-07,0.00933949,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.82
5829,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,46.1,0.055824,13.398933,2.5198,9.003,4,0.4198,1.35E-05,2.69E-07,0.00929532,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.777
5830,"public List<Integer> efficientProcess(List<Integer> items) {
    return items.stream()
        .filter(x -> x > 0)
        .map(x -> x * 2)
        .collect(Collectors.toList());
}
",java,83.16,0.01964,5.317005,0.8513,3.118,2,0.1848,5.24E-06,1.03E-07,0.00417893,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.641
5831,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,45.72,0.053455,12.549107,2.4773,9.667,4,0.4377,1.11E-05,3.01E-07,0.01003478,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.637
5832,"std::vector<int> inefficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    for (size_t i = 0; i < items.size(); ++i) {
        if (items[i] > 0) {
            result.push_back(items[i] * 2);
        }
    }
    return result;
}
",cpp,49.02,0.048786,11.600804,2.274,7.819,3,0.3575,1.16E-05,2.42E-07,0.00880507,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.472
5833,"def efficient_sum(numbers):
    return sum(numbers)
",python,93.16,0.022169,4.337703,0.6679,3.242,1,0.2393,5.16E-06,1.09E-07,0.00369307,USA,North America,AWS,us-east-1,Linux,Intel i7,NVIDIA T4,16,process,Y,1.35
5834,"public List<Integer> efficientProcess(List<Integer> items) {
    return items.stream()
        .filter(x -> x > 0)
        .map(x -> x * 2)
        .collect(Collectors.toList());
}
",java,84.22,0.022181,5.584102,0.9327,2.919,2,0.1838,5.16E-06,1.00E-07,0.00347273,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.728
5835,"def inefficient_sum(numbers):
    total = 0
    for i in range(len(numbers)):
        total += numbers[i]
    return total
",python,39.51,0.060578,14.992353,2.8987,9.958,5,0.4862,1.43E-05,3.02E-07,0.00957035,USA,North America,AWS,us-east-1,Windows-11,Intel i7,NVIDIA T4,16,process,Y,1.65
5836,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,73.6,0.025912,5.19833,0.8912,3.028,2,0.1319,4.08E-06,1.05E-07,0.00290321,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.399
5837,"def efficient_sum(numbers):
    return sum(numbers)
",python,87.01,0.018775,5.275325,0.8148,3.267,1,0.1893,4.67E-06,9.90E-08,0.00404539,USA,North America,AWS,us-east-1,Linux,Intel i7,NVIDIA T4,16,process,Y,1.418
5838,"def efficient_sum(numbers):
    return sum(numbers)
",python,91.35,0.016362,5.259872,0.9043,2.484,1,0.218,4.75E-06,1.01E-07,0.00437318,USA,North America,AWS,us-east-1,Linux,Intel i7,NVIDIA T4,16,process,Y,1.408
5839,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,78.25,0.025104,6.321954,1.0641,3.812,2,0.1734,5.12E-06,8.90E-08,0.00330438,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.349
5840,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,89.91,0.018075,4.993034,0.659,2.447,2,0.1425,3.64E-06,8.90E-08,0.00311827,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.618
5841,"def inefficient_sum(numbers):
    total = 0
    for i in range(len(numbers)):
        total += numbers[i]
    return total
",python,42.85,0.065196,16.816473,2.4573,9.909,4,0.417,1.21E-05,2.91E-07,0.00959899,USA,North America,AWS,us-east-1,Windows-11,Intel i7,NVIDIA T4,16,process,Y,1.543
5842,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,87.65,0.018697,4.280573,0.6842,2.791,2,0.1628,4.04E-06,9.00E-08,0.00303085,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.605
5843,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,87,0.020406,5.067533,1.0462,3.715,2,0.1713,4.94E-06,8.50E-08,0.00324929,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.374
5844,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,46.68,0.055003,12.670074,2.5201,9.279,4,0.4118,1.30E-05,2.90E-07,0.00926197,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.729
5845,"public List<Integer> efficientProcess(List<Integer> items) {
    return items.stream()
        .filter(x -> x > 0)
        .map(x -> x * 2)
        .collect(Collectors.toList());
}
",java,79.12,0.023812,4.856833,0.9399,2.879,2,0.1829,5.68E-06,1.15E-07,0.00411849,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.715
5846,"def efficient_sum(numbers):
    return sum(numbers)
",python,95.98,0.022794,5.46264,0.7089,3.155,1,0.1935,5.68E-06,9.10E-08,0.00354635,USA,North America,AWS,us-east-1,Linux,Intel i7,NVIDIA T4,16,process,Y,1.38
5847,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,42.51,0.055348,14.175628,2.7527,9.104,5,0.4526,1.43E-05,2.88E-07,0.01081166,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.852
5848,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,77.94,0.02528,5.309154,1.031,3.257,2,0.1568,4.55E-06,9.50E-08,0.00300662,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.387
5849,"std::vector<int> inefficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    for (size_t i = 0; i < items.size(); ++i) {
        if (items[i] > 0) {
            result.push_back(items[i] * 2);
        }
    }
    return result;
}
",cpp,53.82,0.056138,12.603827,2.3538,7.534,3,0.3912,1.17E-05,2.48E-07,0.00753394,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.489
5850,"public List<Integer> inefficientProcess(List<Integer> items) {
    List<Integer> result = new ArrayList<>();
    for (int i = 0; i < items.size(); i++) {
        if (items.get(i) > 0) {
            result.add(items.get(i) * 2);
        }
    }
    return result;
}
",java,49.88,0.050701,13.91729,2.4349,8.012,3,0.4509,1.32E-05,3.54E-07,0.0094888,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.771
5851,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,79.18,0.022916,5.726051,1.0644,3.49,2,0.1528,4.89E-06,9.30E-08,0.00321802,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.36
5852,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,92.4,0.018806,5.176073,0.5978,3.154,2,0.133,4.01E-06,9.10E-08,0.00269127,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.671
5853,"std::vector<int> inefficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    for (size_t i = 0; i < items.size(); ++i) {
        if (items[i] > 0) {
            result.push_back(items[i] * 2);
        }
    }
    return result;
}
",cpp,55.07,0.047641,12.592849,2.1884,7.159,3,0.3136,1.31E-05,2.65E-07,0.00785909,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.497
5854,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,72.42,0.025191,6.126156,1.26,4.169,2,0.1907,5.21E-06,1.10E-07,0.00345324,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.401
5855,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,43.03,0.057753,13.094589,2.3787,8.361,4,0.4012,1.33E-05,2.54E-07,0.00898499,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.62
5856,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,86.78,0.018109,4.403544,0.7334,2.878,2,0.1536,3.92E-06,9.30E-08,0.00295791,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.608
5857,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,91.47,0.017204,4.458715,0.7745,3.009,2,0.1601,3.96E-06,8.70E-08,0.00273214,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.597
5858,"std::vector<int> inefficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    for (size_t i = 0; i < items.size(); ++i) {
        if (items[i] > 0) {
            result.push_back(items[i] * 2);
        }
    }
    return result;
}
",cpp,46.01,0.04981,11.734603,2.2857,7.804,3,0.3377,1.14E-05,2.54E-07,0.00895054,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.566
5859,"def inefficient_sum(numbers):
    total = 0
    for i in range(len(numbers)):
        total += numbers[i]
    return total
",python,41.21,0.058886,15.089654,3.0915,10.423,4,0.4963,1.51E-05,3.14E-07,0.01014089,USA,North America,AWS,us-east-1,Windows-11,Intel i7,NVIDIA T4,16,process,Y,1.652
5860,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,82.9,0.021265,5.91949,1.2019,3.313,2,0.1536,4.62E-06,9.30E-08,0.00351966,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.345
5861,"def efficient_sum(numbers):
    return sum(numbers)
",python,88.5,0.020567,5.636496,0.7863,2.417,1,0.1799,4.91E-06,1.10E-07,0.00471245,USA,North America,AWS,us-east-1,Linux,Intel i7,NVIDIA T4,16,process,Y,1.334
5862,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,86.58,0.015554,3.833616,0.6046,2.573,2,0.1463,4.02E-06,8.90E-08,0.00325171,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.551
5863,"public List<Integer> efficientProcess(List<Integer> items) {
    return items.stream()
        .filter(x -> x > 0)
        .map(x -> x * 2)
        .collect(Collectors.toList());
}
",java,85.69,0.02177,5.273053,0.8729,3.219,2,0.1805,5.11E-06,1.09E-07,0.00378739,India,Asia,GCP,asia-south1,Linux,Intel Xeon,NVIDIA A100,64,process,Y,1.631
5864,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,43.38,0.053778,12.506852,2.4586,9.323,3,0.3928,1.28E-05,2.71E-07,0.00928151,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.779
5865,"def efficient_sum(numbers):
    return sum(numbers)
",python,78.35,0.016878,4.705344,0.72,3.2,1,0.2272,5.06E-06,1.14E-07,0.00447909,USA,North America,AWS,us-east-1,Linux,Intel i7,NVIDIA T4,16,process,Y,1.452
5866,"function processList(items) {
  const result = [];
  for (let i = 0; i < items.length; i++) {
    if (items[i] > 0) {
      result.push(items[i] * 2);
    }
  }
  return result;
}
",javascript,42.78,0.054089,13.00841,2.4489,9.007,4,0.405,1.32E-05,2.74E-07,0.00929496,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.639
5867,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,87.8,0.021407,3.66729,0.7749,2.953,2,0.1731,3.28E-06,9.40E-08,0.00296295,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.641
5868,"std::vector<int> efficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    result.reserve(items.size());
    for (auto x : items) {
        if (x > 0) {
            result.push_back(x * 2);
        }
    }
    return result;
}
",cpp,72.7,0.023257,5.809234,1.1365,4.054,2,0.1714,4.67E-06,8.40E-08,0.00383262,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.466
5869,"function processList(items) {
  return items.filter(x => x > 0).map(x => x * 2);
}
",javascript,87.11,0.018484,4.592017,0.6776,2.809,2,0.1554,4.18E-06,9.10E-08,0.00302,Germany,Europe,Azure,eu-central-1,Linux,AMD Ryzen 9,NVIDIA T4,32,machine,Y,1.678
5870,"std::vector<int> inefficientProcess(const std::vector<int>& items) {
    std::vector<int> result;
    for (size_t i = 0; i < items.size(); ++i) {
        if (items[i] > 0) {
            result.push_back(items[i] * 2);
        }
    }
    return result;
}
",cpp,50.33,0.050597,11.82241,2.1102,7.682,2,0.3552,1.18E-05,2.38E-07,0.00881808,France,Europe,AWS,eu-west-3,Linux,Intel Xeon,NVIDIA T4,32,machine,N,1.515
5871,"def inefficient_sum(numbers):
    total = 0
    for i in range(len(numbers)):
        total += numbers[i]
    return total
",python,45.96,0.05508,15.867901,3.2744,9.627,3,0.4487,1.60E-05,2.81E-07,0.01128031,USA,North America,AWS,us-east-1,Windows-11,Intel i7,NVIDIA T4,16,process,Y,1.528
